date,city,country,avg_temp_c
08/05/01,Cape Town,South Africa,16.093
08/06/01,Cape Town,South Africa,13.293
08/07/01,Cape Town,South Africa,11.996
08/08/01,Cape Town,South Africa,12.741
08/09/01,Cape Town,South Africa,12.897
08/10/01,Cape Town,South Africa,15.975
08/11/01,Cape Town,South Africa,17.866
08/12/01,Cape Town,South Africa,19.332
09/01/01,Cape Town,South Africa,19.94
09/02/01,Cape Town,South Africa,21.222
09/03/01,Cape Town,South Africa,20.282
09/04/01,Cape Town,South Africa,18.24
09/05/01,Cape Town,South Africa,15.153
09/06/01,Cape Town,South Africa,13.846
09/07/01,Cape Town,South Africa,13.723
09/08/01,Cape Town,South Africa,13.018
09/09/01,Cape Town,South Africa,13.887
09/10/01,Cape Town,South Africa,16.812
09/11/01,Cape Town,South Africa,18.41
09/12/01,Cape Town,South Africa,18.943
10/01/01,Cape Town,South Africa,19.913
10/02/01,Cape Town,South Africa,20.815
10/03/01,Cape Town,South Africa,20.454
10/04/01,Cape Town,South Africa,16.934
10/05/01,Cape Town,South Africa,14.634
10/06/01,Cape Town,South Africa,13.106
10/07/01,Cape Town,South Africa,12.703
10/08/01,Cape Town,South Africa,13.461
10/09/01,Cape Town,South Africa,14.657
10/10/01,Cape Town,South Africa,16.003
10/11/01,Cape Town,South Africa,17.686
10/12/01,Cape Town,South Africa,19.752
11/01/01,Cape Town,South Africa,20.607
11/02/01,Cape Town,South Africa,21.609
11/03/01,Cape Town,South Africa,20.073
11/04/01,Cape Town,South Africa,17.513
11/05/01,Cape Town,South Africa,14.859
11/06/01,Cape Town,South Africa,12.683
11/07/01,Cape Town,South Africa,13.19
11/08/01,Cape Town,South Africa,13.115
11/09/01,Cape Town,South Africa,14.149
11/10/01,Cape Town,South Africa,16.108
11/11/01,Cape Town,South Africa,16.997
11/12/01,Cape Town,South Africa,18.55
12/01/01,Cape Town,South Africa,21.48
12/02/01,Cape Town,South Africa,20.378
12/03/01,Cape Town,South Africa,19.707
12/04/01,Cape Town,South Africa,17.224
12/05/01,Cape Town,South Africa,14.224
12/06/01,Cape Town,South Africa,12.895
12/07/01,Cape Town,South Africa,13.197
12/08/01,Cape Town,South Africa,11.473
12/09/01,Cape Town,South Africa,13.811
12/10/01,Cape Town,South Africa,15.6
12/11/01,Cape Town,South Africa,18.453
12/12/01,Cape Town,South Africa,20.825
13/01/01,Cape Town,South Africa,20.545
13/02/01,Cape Town,South Africa,20.749
13/03/01,Cape Town,South Africa,20.384
13/04/01,Cape Town,South Africa,17.39
13/05/01,Cape Town,South Africa,15.473
13/06/01,Cape Town,South Africa,12.841
13/07/01,Cape Town,South Africa,13.526
13/08/01,Cape Town,South Africa,12.374
13/09/01,Cape Town,South Africa,
00/01/01,Casablanca,Morocco,8.894
00/02/01,Casablanca,Morocco,13.279
00/03/01,Casablanca,Morocco,16.178
00/04/01,Casablanca,Morocco,15.107
00/05/01,Casablanca,Morocco,19.473
00/06/01,Casablanca,Morocco,24.822
00/07/01,Casablanca,Morocco,26.512
00/08/01,Casablanca,Morocco,27.032
00/09/01,Casablanca,Morocco,23.626
00/10/01,Casablanca,Morocco,17.331
00/11/01,Casablanca,Morocco,13.747
00/12/01,Casablanca,Morocco,11.963
01/01/01,Casablanca,Morocco,10.86
01/02/01,Casablanca,Morocco,11.72
01/03/01,Casablanca,Morocco,16.118
01/04/01,Casablanca,Morocco,16.858
01/05/01,Casablanca,Morocco,19.619
01/06/01,Casablanca,Morocco,25.346
01/07/01,Casablanca,Morocco,25.715
01/08/01,Casablanca,Morocco,26.255
01/09/01,Casablanca,Morocco,22.886
01/10/01,Casablanca,Morocco,21.345
01/11/01,Casablanca,Morocco,14.795
01/12/01,Casablanca,Morocco,13.211
02/01/01,Casablanca,Morocco,11.837
02/02/01,Casablanca,Morocco,13.39
02/03/01,Casablanca,Morocco,14.474
02/04/01,Casablanca,Morocco,15.178
02/05/01,Casablanca,Morocco,18.948
02/06/01,Casablanca,Morocco,23.211
02/07/01,Casablanca,Morocco,25.843
02/08/01,Casablanca,Morocco,24.525
02/09/01,Casablanca,Morocco,23.148
02/10/01,Casablanca,Morocco,20.563
02/11/01,Casablanca,Morocco,15.156
02/12/01,Casablanca,Morocco,12.678
03/01/01,Casablanca,Morocco,9.71
03/02/01,Casablanca,Morocco,10.444
03/03/01,Casablanca,Morocco,15.403
03/04/01,Casablanca,Morocco,16.222
03/05/01,Casablanca,Morocco,21.355
03/06/01,Casablanca,Morocco,24.694
03/07/01,Casablanca,Morocco,27.275
03/08/01,Casablanca,Morocco,27.514
03/09/01,Casablanca,Morocco,24.449
03/10/01,Casablanca,Morocco,19.085
03/11/01,Casablanca,Morocco,13.578
03/12/01,Casablanca,Morocco,11.06
04/01/01,Casablanca,Morocco,10.293
04/02/01,Casablanca,Morocco,12.093
04/03/01,Casablanca,Morocco,13.21
04/04/01,Casablanca,Morocco,15.579
04/05/01,Casablanca,Morocco,17.63
04/06/01,Casablanca,Morocco,25.221
04/07/01,Casablanca,Morocco,27.236
04/08/01,Casablanca,Morocco,27.143
04/09/01,Casablanca,Morocco,24.388
04/10/01,Casablanca,Morocco,20.202
04/11/01,Casablanca,Morocco,13.986
04/12/01,Casablanca,Morocco,9.878
05/01/01,Casablanca,Morocco,8.324
05/02/01,Casablanca,Morocco,9.245
05/03/01,Casablanca,Morocco,15.072
05/04/01,Casablanca,Morocco,17
05/05/01,Casablanca,Morocco,21.492
05/06/01,Casablanca,Morocco,25.378
05/07/01,Casablanca,Morocco,26.302
05/08/01,Casablanca,Morocco,27.094
05/09/01,Casablanca,Morocco,23.711
05/10/01,Casablanca,Morocco,20.23
05/11/01,Casablanca,Morocco,13.918
05/12/01,Casablanca,Morocco,10.419
06/01/01,Casablanca,Morocco,8.295
06/02/01,Casablanca,Morocco,10.193
06/03/01,Casablanca,Morocco,14.14
06/04/01,Casablanca,Morocco,17.241
06/05/01,Casablanca,Morocco,21.262
06/06/01,Casablanca,Morocco,23.707
06/07/01,Casablanca,Morocco,27.773
06/08/01,Casablanca,Morocco,26.688
06/09/01,Casablanca,Morocco,24.362
06/10/01,Casablanca,Morocco,20.749
06/11/01,Casablanca,Morocco,16.356
06/12/01,Casablanca,Morocco,9.783
07/01/01,Casablanca,Morocco,10.006
07/02/01,Casablanca,Morocco,12.642
07/03/01,Casablanca,Morocco,13.8
07/04/01,Casablanca,Morocco,15.187
07/05/01,Casablanca,Morocco,19.16
07/06/01,Casablanca,Morocco,22.734
07/07/01,Casablanca,Morocco,26.947
07/08/01,Casablanca,Morocco,25.998
07/09/01,Casablanca,Morocco,23.016
07/10/01,Casablanca,Morocco,19.585
07/11/01,Casablanca,Morocco,14.91
07/12/01,Casablanca,Morocco,11.234
08/01/01,Casablanca,Morocco,10.839
08/02/01,Casablanca,Morocco,13.372
08/03/01,Casablanca,Morocco,14.289
08/04/01,Casablanca,Morocco,17.796
08/05/01,Casablanca,Morocco,18.438
08/06/01,Casablanca,Morocco,24.195
08/07/01,Casablanca,Morocco,26.371
08/08/01,Casablanca,Morocco,26.269
08/09/01,Casablanca,Morocco,22.984
08/10/01,Casablanca,Morocco,17.597
08/11/01,Casablanca,Morocco,11.965
08/12/01,Casablanca,Morocco,9.488
09/01/01,Casablanca,Morocco,9.075
09/02/01,Casablanca,Morocco,11.259
09/03/01,Casablanca,Morocco,14.801
09/04/01,Casablanca,Morocco,14.693
09/05/01,Casablanca,Morocco,20.294
09/06/01,Casablanca,Morocco,24.55
09/07/01,Casablanca,Morocco,27.892
09/08/01,Casablanca,Morocco,26.859
09/09/01,Casablanca,Morocco,22.339
09/10/01,Casablanca,Morocco,21.239
09/11/01,Casablanca,Morocco,16.441
09/12/01,Casablanca,Morocco,13.294
10/01/01,Casablanca,Morocco,11.24
10/02/01,Casablanca,Morocco,13.691
10/03/01,Casablanca,Morocco,14.967
10/04/01,Casablanca,Morocco,18.017
10/05/01,Casablanca,Morocco,19.334
10/06/01,Casablanca,Morocco,22.609
10/07/01,Casablanca,Morocco,27.149
10/08/01,Casablanca,Morocco,28.249
10/09/01,Casablanca,Morocco,24.553
10/10/01,Casablanca,Morocco,18.63
10/11/01,Casablanca,Morocco,14.228
10/12/01,Casablanca,Morocco,13.236
11/01/01,Casablanca,Morocco,10.94
11/02/01,Casablanca,Morocco,10.971
11/03/01,Casablanca,Morocco,13.134
11/04/01,Casablanca,Morocco,17.895
11/05/01,Casablanca,Morocco,21.258
11/06/01,Casablanca,Morocco,25.375
11/07/01,Casablanca,Morocco,26.377
11/08/01,Casablanca,Morocco,26.832
11/09/01,Casablanca,Morocco,24.017
11/10/01,Casablanca,Morocco,20.498
11/11/01,Casablanca,Morocco,14.384
11/12/01,Casablanca,Morocco,10.716
12/01/01,Casablanca,Morocco,9.267
12/02/01,Casablanca,Morocco,9.012
12/03/01,Casablanca,Morocco,15.032
12/04/01,Casablanca,Morocco,14.457
12/05/01,Casablanca,Morocco,21.708
12/06/01,Casablanca,Morocco,24.682
12/07/01,Casablanca,Morocco,28.219
12/08/01,Casablanca,Morocco,27.487
12/09/01,Casablanca,Morocco,23.689
12/10/01,Casablanca,Morocco,19.567
12/11/01,Casablanca,Morocco,14.821
12/12/01,Casablanca,Morocco,10.995
13/01/01,Casablanca,Morocco,10.686
13/02/01,Casablanca,Morocco,11.204
13/03/01,Casablanca,Morocco,14.071
13/04/01,Casablanca,Morocco,16.05
13/05/01,Casablanca,Morocco,19.217
13/06/01,Casablanca,Morocco,23.649
13/07/01,Casablanca,Morocco,27.488
13/08/01,Casablanca,Morocco,27.952
13/09/01,Casablanca,Morocco,
00/01/01,Changchun,China,-18.759
00/02/01,Changchun,China,-13.105
00/03/01,Changchun,China,-1.089
00/04/01,Changchun,China,7.297
00/05/01,Changchun,China,16.97
00/06/01,Changchun,China,23.371
00/07/01,Changchun,China,25.423
00/08/01,Changchun,China,23.662
00/09/01,Changchun,China,17.541
00/10/01,Changchun,China,6.198
00/11/01,Changchun,China,-6.352
00/12/01,Changchun,China,-16.235
01/01/01,Changchun,China,-20.871
01/02/01,Changchun,China,-14.362
01/03/01,Changchun,China,-3.046
01/04/01,Changchun,China,9.273
01/05/01,Changchun,China,17.066
01/06/01,Changchun,China,22.992
01/07/01,Changchun,China,24.645
01/08/01,Changchun,China,22.306
01/09/01,Changchun,China,16.666
01/10/01,Changchun,China,9.122
01/11/01,Changchun,China,-1.848
01/12/01,Changchun,China,-12.802
02/01/01,Changchun,China,-11.828
02/02/01,Changchun,China,-5.794
02/03/01,Changchun,China,2.016
02/04/01,Changchun,China,8.995
02/05/01,Changchun,China,18.021
02/06/01,Changchun,China,20.278
02/07/01,Changchun,China,24.328
02/08/01,Changchun,China,21.449
02/09/01,Changchun,China,17.302
02/10/01,Changchun,China,4.575
02/11/01,Changchun,China,-7.621
02/12/01,Changchun,China,-13.471
03/01/01,Changchun,China,-14.343
03/02/01,Changchun,China,-7.313
03/03/01,Changchun,China,-0.023
03/04/01,Changchun,China,10.289
03/05/01,Changchun,China,17.01
03/06/01,Changchun,China,21.496
03/07/01,Changchun,China,22.994
03/08/01,Changchun,China,21.606
03/09/01,Changchun,China,16.731
03/10/01,Changchun,China,7.535
03/11/01,Changchun,China,-3.585
03/12/01,Changchun,China,-10.985
04/01/01,Changchun,China,-13.746
04/02/01,Changchun,China,-8.373
04/03/01,Changchun,China,-0.909
04/04/01,Changchun,China,9.211
04/05/01,Changchun,China,16.094
04/06/01,Changchun,China,23.277
04/07/01,Changchun,China,22.939
04/08/01,Changchun,China,22.042
04/09/01,Changchun,China,16.956
04/10/01,Changchun,China,9.222
04/11/01,Changchun,China,-1.004
04/12/01,Changchun,China,-14.101
05/01/01,Changchun,China,-15.571
05/02/01,Changchun,China,-15.409
05/03/01,Changchun,China,-3.139
05/04/01,Changchun,China,8.662
05/05/01,Changchun,China,14.973
05/06/01,Changchun,China,21.359
05/07/01,Changchun,China,23.358
05/08/01,Changchun,China,22.704
05/09/01,Changchun,China,17.076
05/10/01,Changchun,China,8.463
05/11/01,Changchun,China,-1.104
05/12/01,Changchun,China,-15.915
06/01/01,Changchun,China,-15.706
06/02/01,Changchun,China,-11.069
06/03/01,Changchun,China,-1.695
06/04/01,Changchun,China,5.932
06/05/01,Changchun,China,17.227
06/06/01,Changchun,China,20.6
06/07/01,Changchun,China,23.711
06/08/01,Changchun,China,23.302
06/09/01,Changchun,China,16.743
06/10/01,Changchun,China,8.663
06/11/01,Changchun,China,-2.939
06/12/01,Changchun,China,-10.441
07/01/01,Changchun,China,-11.173
07/02/01,Changchun,China,-4.629
07/03/01,Changchun,China,-2.162
07/04/01,Changchun,China,7.707
07/05/01,Changchun,China,16.216
07/06/01,Changchun,China,24.103
07/07/01,Changchun,China,23.412
07/08/01,Changchun,China,23.124
07/09/01,Changchun,China,17.421
07/10/01,Changchun,China,7.66
07/11/01,Changchun,China,-2.95
07/12/01,Changchun,China,-10.043
08/01/01,Changchun,China,-16.095
08/02/01,Changchun,China,-9.687
08/03/01,Changchun,China,2.664
08/04/01,Changchun,China,11.389
08/05/01,Changchun,China,14.934
08/06/01,Changchun,China,21.773
08/07/01,Changchun,China,24.041
08/08/01,Changchun,China,22.57
08/09/01,Changchun,China,16.546
08/10/01,Changchun,China,9.001
08/11/01,Changchun,China,-2.756
08/12/01,Changchun,China,-10.497
09/01/01,Changchun,China,-14.03
09/02/01,Changchun,China,-9.808
09/03/01,Changchun,China,-2.415
09/04/01,Changchun,China,9.659
09/05/01,Changchun,China,18.341
09/06/01,Changchun,China,19.31
09/07/01,Changchun,China,22.778
09/08/01,Changchun,China,22.914
09/09/01,Changchun,China,16.09
09/10/01,Changchun,China,7.797
09/11/01,Changchun,China,-5.864
09/12/01,Changchun,China,-14.996
10/01/01,Changchun,China,-15.83
10/02/01,Changchun,China,-13.385
10/03/01,Changchun,China,-5.852
10/04/01,Changchun,China,4.335
10/05/01,Changchun,China,16.209
10/06/01,Changchun,China,24.419
10/07/01,Changchun,China,23.631
10/08/01,Changchun,China,22.173
10/09/01,Changchun,China,16.866
10/10/01,Changchun,China,6.539
10/11/01,Changchun,China,-2.795
10/12/01,Changchun,China,-14.81
11/01/01,Changchun,China,-19.623
11/02/01,Changchun,China,-10.117
11/03/01,Changchun,China,-2.221
11/04/01,Changchun,China,7.824
11/05/01,Changchun,China,15.458
11/06/01,Changchun,China,21.472
11/07/01,Changchun,China,24.698
11/08/01,Changchun,China,23.243
11/09/01,Changchun,China,15.378
11/10/01,Changchun,China,9.241
11/11/01,Changchun,China,-2.611
11/12/01,Changchun,China,-13.638
12/01/01,Changchun,China,-17.207
12/02/01,Changchun,China,-12.025
12/03/01,Changchun,China,-3.101
12/04/01,Changchun,China,8.568
12/05/01,Changchun,China,17.121
12/06/01,Changchun,China,20.375
12/07/01,Changchun,China,24.014
12/08/01,Changchun,China,22.603
12/09/01,Changchun,China,16.829
12/10/01,Changchun,China,6.974
12/11/01,Changchun,China,-4.315
12/12/01,Changchun,China,-17.172
13/01/01,Changchun,China,-17.987
13/02/01,Changchun,China,-13.708
13/03/01,Changchun,China,-4.534
13/04/01,Changchun,China,4.717
13/05/01,Changchun,China,17.898
13/06/01,Changchun,China,21.741
13/07/01,Changchun,China,24.268
13/08/01,Changchun,China,23.113
13/09/01,Changchun,China,
00/01/01,Chengdu,China,0.501
00/02/01,Chengdu,China,2.157
00/03/01,Chengdu,China,7.403
00/04/01,Chengdu,China,11.037
00/05/01,Chengdu,China,16.599
00/06/01,Chengdu,China,17.865
00/07/01,Chengdu,China,20.524
00/08/01,Chengdu,China,18.607
00/09/01,Chengdu,China,15.624
00/10/01,Chengdu,China,11.837
00/11/01,Chengdu,China,5.693
00/12/01,Chengdu,China,1.964
01/01/01,Chengdu,China,1.038
01/02/01,Chengdu,China,4.462
01/03/01,Chengdu,China,8.52
01/04/01,Chengdu,China,11.189
01/05/01,Chengdu,China,15.32
01/06/01,Chengdu,China,17.639
01/07/01,Chengdu,China,21.299
01/08/01,Chengdu,China,18.504
01/09/01,Chengdu,China,16.159
01/10/01,Chengdu,China,12.448
01/11/01,Chengdu,China,6.962
01/12/01,Chengdu,China,1.55
02/01/01,Chengdu,China,0.447
02/02/01,Chengdu,China,5.009
02/03/01,Chengdu,China,8.413
02/04/01,Chengdu,China,12.411
02/05/01,Chengdu,China,14.815
02/06/01,Chengdu,China,19.021
02/07/01,Chengdu,China,20.49
02/08/01,Chengdu,China,18.801
02/09/01,Chengdu,China,16.571
02/10/01,Chengdu,China,11.834
02/11/01,Chengdu,China,6.905
02/12/01,Chengdu,China,1.898
03/01/01,Chengdu,China,1.304
03/02/01,Chengdu,China,5.179
03/03/01,Chengdu,China,7.807
03/04/01,Chengdu,China,12.48
03/05/01,Chengdu,China,15.447
03/06/01,Chengdu,China,17.604
03/07/01,Chengdu,China,20.017
03/08/01,Chengdu,China,19.29
03/09/01,Chengdu,China,16.305
03/10/01,Chengdu,China,11.651
03/11/01,Chengdu,China,7.041
03/12/01,Chengdu,China,2.082
04/01/01,Chengdu,China,0.922
04/02/01,Chengdu,China,3.665
04/03/01,Chengdu,China,8.202
04/04/01,Chengdu,China,12.868
04/05/01,Chengdu,China,15
04/06/01,Chengdu,China,16.982
04/07/01,Chengdu,China,19.27
04/08/01,Chengdu,China,19.778
04/09/01,Chengdu,China,16.019
04/10/01,Chengdu,China,10.341
04/11/01,Chengdu,China,6.281
04/12/01,Chengdu,China,2.329
05/01/01,Chengdu,China,0.811
05/02/01,Chengdu,China,2.709
05/03/01,Chengdu,China,7.298
05/04/01,Chengdu,China,12.493
05/05/01,Chengdu,China,15.649
05/06/01,Chengdu,China,18.95
05/07/01,Chengdu,China,20.281
05/08/01,Chengdu,China,18.601
05/09/01,Chengdu,China,17.549
05/10/01,Chengdu,China,11.241
05/11/01,Chengdu,China,6.588
05/12/01,Chengdu,China,0.962
06/01/01,Chengdu,China,1.865
06/02/01,Chengdu,China,3.879
06/03/01,Chengdu,China,7.845
06/04/01,Chengdu,China,12.356
06/05/01,Chengdu,China,15.83
06/06/01,Chengdu,China,18.724
06/07/01,Chengdu,China,21.839
06/08/01,Chengdu,China,21.535
06/09/01,Chengdu,China,16.111
06/10/01,Chengdu,China,12.776
06/11/01,Chengdu,China,7.56
06/12/01,Chengdu,China,1.761
07/01/01,Chengdu,China,0.414
07/02/01,Chengdu,China,5.517
07/03/01,Chengdu,China,8.68
07/04/01,Chengdu,China,11.806
07/05/01,Chengdu,China,17.363
07/06/01,Chengdu,China,18.232
07/07/01,Chengdu,China,19.756
07/08/01,Chengdu,China,20.658
07/09/01,Chengdu,China,16.181
07/10/01,Chengdu,China,11.785
07/11/01,Chengdu,China,7.093
07/12/01,Chengdu,China,2.478
08/01/01,Chengdu,China,0.271
08/02/01,Chengdu,China,0.86
08/03/01,Chengdu,China,8.278
08/04/01,Chengdu,China,12.375
08/05/01,Chengdu,China,16.39
08/06/01,Chengdu,China,18.33
08/07/01,Chengdu,China,20.368
08/08/01,Chengdu,China,18.599
08/09/01,Chengdu,China,17.241
08/10/01,Chengdu,China,12.265
08/11/01,Chengdu,China,6.377
08/12/01,Chengdu,China,2.247
09/01/01,Chengdu,China,1.126
09/02/01,Chengdu,China,6.26
09/03/01,Chengdu,China,8.309
09/04/01,Chengdu,China,12.51
09/05/01,Chengdu,China,15.762
09/06/01,Chengdu,China,18.556
09/07/01,Chengdu,China,19.945
09/08/01,Chengdu,China,19.376
09/09/01,Chengdu,China,17.779
09/10/01,Chengdu,China,12.054
09/11/01,Chengdu,China,5.604
09/12/01,Chengdu,China,2.118
10/01/01,Chengdu,China,2.434
10/02/01,Chengdu,China,4.473
10/03/01,Chengdu,China,8.233
10/04/01,Chengdu,China,10.639
10/05/01,Chengdu,China,15.476
10/06/01,Chengdu,China,17.266
10/07/01,Chengdu,China,20.798
10/08/01,Chengdu,China,19.915
10/09/01,Chengdu,China,17.1
10/10/01,Chengdu,China,11.582
10/11/01,Chengdu,China,6.951
10/12/01,Chengdu,China,1.55
11/01/01,Chengdu,China,-1.447
11/02/01,Chengdu,China,4.183
11/03/01,Chengdu,China,5.711
11/04/01,Chengdu,China,12.476
11/05/01,Chengdu,China,15.692
11/06/01,Chengdu,China,18.834
11/07/01,Chengdu,China,19.374
11/08/01,Chengdu,China,20.359
11/09/01,Chengdu,China,16.252
11/10/01,Chengdu,China,11.457
11/11/01,Chengdu,China,8.128
11/12/01,Chengdu,China,1.873
12/01/01,Chengdu,China,0.166
12/02/01,Chengdu,China,2.743
12/03/01,Chengdu,China,7.367
12/04/01,Chengdu,China,12.47
12/05/01,Chengdu,China,16.385
12/06/01,Chengdu,China,17.488
12/07/01,Chengdu,China,20.64
12/08/01,Chengdu,China,20.613
12/09/01,Chengdu,China,15.507
12/10/01,Chengdu,China,11.455
12/11/01,Chengdu,China,6.577
12/12/01,Chengdu,China,2.506
13/01/01,Chengdu,China,0.614
13/02/01,Chengdu,China,5.714
13/03/01,Chengdu,China,10.184
13/04/01,Chengdu,China,12.279
13/05/01,Chengdu,China,15.57
13/06/01,Chengdu,China,20.163
13/07/01,Chengdu,China,21.264
13/08/01,Chengdu,China,20.988
13/09/01,Chengdu,China,
00/01/01,Chicago,United States,0.137
00/02/01,Chicago,United States,4.083
00/03/01,Chicago,United States,8.274
00/04/01,Chicago,United States,7.615
00/05/01,Chicago,United States,13.867
00/06/01,Chicago,United States,17.939
00/07/01,Chicago,United States,21.087
00/08/01,Chicago,United States,22.84
00/09/01,Chicago,United States,19.061
00/10/01,Chicago,United States,15.11
00/11/01,Chicago,United States,6.824
00/12/01,Chicago,United States,-3.761
01/01/01,Chicago,United States,0.598
01/02/01,Chicago,United States,0.437
01/03/01,Chicago,United States,2.763
01/04/01,Chicago,United States,10.273
01/05/01,Chicago,United States,13.508
01/06/01,Chicago,United States,17.654
01/07/01,Chicago,United States,22.661
01/08/01,Chicago,United States,23.986
01/09/01,Chicago,United States,18.088
01/10/01,Chicago,United States,13.081
01/11/01,Chicago,United States,11.987
01/12/01,Chicago,United States,5.401
02/01/01,Chicago,United States,4.03
02/02/01,Chicago,United States,3.846
02/03/01,Chicago,United States,2.565
02/04/01,Chicago,United States,8.547
02/05/01,Chicago,United States,10.305
02/06/01,Chicago,United States,19.011
02/07/01,Chicago,United States,24.428
02/08/01,Chicago,United States,23.611
02/09/01,Chicago,United States,21.039
02/10/01,Chicago,United States,11.651
02/11/01,Chicago,United States,6.517
02/12/01,Chicago,United States,2.835
03/01/01,Chicago,United States,-1.799
03/02/01,Chicago,United States,-1.544
03/03/01,Chicago,United States,3.976
03/04/01,Chicago,United States,7.618
03/05/01,Chicago,United States,10.951
03/06/01,Chicago,United States,16.468
03/07/01,Chicago,United States,21.665
03/08/01,Chicago,United States,24.035
03/09/01,Chicago,United States,18.99
03/10/01,Chicago,United States,12.694
03/11/01,Chicago,United States,8.571
03/12/01,Chicago,United States,4.154
04/01/01,Chicago,United States,-2.383
04/02/01,Chicago,United States,1.007
04/03/01,Chicago,United States,6.698
04/04/01,Chicago,United States,8.928
04/05/01,Chicago,United States,12.624
04/06/01,Chicago,United States,16.916
04/07/01,Chicago,United States,21.188
04/08/01,Chicago,United States,20.514
04/09/01,Chicago,United States,20.675
04/10/01,Chicago,United States,13.769
04/11/01,Chicago,United States,9.228
04/12/01,Chicago,United States,2.157
05/01/01,Chicago,United States,-0.167
05/02/01,Chicago,United States,3.234
05/03/01,Chicago,United States,2.636
05/04/01,Chicago,United States,9.797
05/05/01,Chicago,United States,11.109
05/06/01,Chicago,United States,21.002
05/07/01,Chicago,United States,22.988
05/08/01,Chicago,United States,23.959
05/09/01,Chicago,United States,21.848
05/10/01,Chicago,United States,14.216
05/11/01,Chicago,United States,8.531
05/12/01,Chicago,United States,-0.147
06/01/01,Chicago,United States,6.043
06/02/01,Chicago,United States,1.1
06/03/01,Chicago,United States,4.726
06/04/01,Chicago,United States,10.154
06/05/01,Chicago,United States,12.28
06/06/01,Chicago,United States,17.519
06/07/01,Chicago,United States,23.469
06/08/01,Chicago,United States,23.561
06/09/01,Chicago,United States,18.159
06/10/01,Chicago,United States,11.246
06/11/01,Chicago,United States,9.057
06/12/01,Chicago,United States,5.132
07/01/01,Chicago,United States,2.374
07/02/01,Chicago,United States,-3.836
07/03/01,Chicago,United States,6.881
07/04/01,Chicago,United States,7.023
07/05/01,Chicago,United States,14.244
07/06/01,Chicago,United States,19.087
07/07/01,Chicago,United States,21.828
07/08/01,Chicago,United States,23.823
07/09/01,Chicago,United States,20.679
07/10/01,Chicago,United States,16.529
07/11/01,Chicago,United States,7.222
07/12/01,Chicago,United States,1.526
08/01/01,Chicago,United States,0.332
08/02/01,Chicago,United States,-1.709
08/03/01,Chicago,United States,2.478
08/04/01,Chicago,United States,8.844
08/05/01,Chicago,United States,10.559
08/06/01,Chicago,United States,18.324
08/07/01,Chicago,United States,22.021
08/08/01,Chicago,United States,22.574
08/09/01,Chicago,United States,20.134
08/10/01,Chicago,United States,12.873
08/11/01,Chicago,United States,7.143
08/12/01,Chicago,United States,-0.664
09/01/01,Chicago,United States,-4.299
09/02/01,Chicago,United States,1.454
09/03/01,Chicago,United States,4.808
09/04/01,Chicago,United States,7.623
09/05/01,Chicago,United States,12.627
09/06/01,Chicago,United States,17.305
09/07/01,Chicago,United States,19.792
09/08/01,Chicago,United States,21.724
09/09/01,Chicago,United States,19.502
09/10/01,Chicago,United States,11.22
09/11/01,Chicago,United States,10.261
09/12/01,Chicago,United States,1.563
10/01/01,Chicago,United States,-0.595
10/02/01,Chicago,United States,0.771
10/03/01,Chicago,United States,6.489
10/04/01,Chicago,United States,10.935
10/05/01,Chicago,United States,13.803
10/06/01,Chicago,United States,19.055
10/07/01,Chicago,United States,24.106
10/08/01,Chicago,United States,24.948
10/09/01,Chicago,United States,19.229
10/10/01,Chicago,United States,14.582
10/11/01,Chicago,United States,8.539
10/12/01,Chicago,United States,-0.071
11/01/01,Chicago,United States,-1.582
11/02/01,Chicago,United States,0.276
11/03/01,Chicago,United States,3.474
11/04/01,Chicago,United States,7.383
11/05/01,Chicago,United States,12.133
11/06/01,Chicago,United States,18.011
11/07/01,Chicago,United States,24.412
11/08/01,Chicago,United States,23.414
11/09/01,Chicago,United States,18.331
11/10/01,Chicago,United States,13.837
11/11/01,Chicago,United States,9.555
11/12/01,Chicago,United States,5.327
12/01/01,Chicago,United States,2.67
12/02/01,Chicago,United States,3.698
12/03/01,Chicago,United States,12.145
12/04/01,Chicago,United States,8.383
12/05/01,Chicago,United States,14.956
12/06/01,Chicago,United States,19.532
12/07/01,Chicago,United States,25.909
12/08/01,Chicago,United States,22.778
12/09/01,Chicago,United States,18.693
12/10/01,Chicago,United States,12.229
12/11/01,Chicago,United States,7.27
12/12/01,Chicago,United States,5.592
13/01/01,Chicago,United States,1.056
13/02/01,Chicago,United States,-0.509
13/03/01,Chicago,United States,1.323
13/04/01,Chicago,United States,6.644
13/05/01,Chicago,United States,13.734
13/06/01,Chicago,United States,17.913
13/07/01,Chicago,United States,21.914
13/08/01,Chicago,United States,22.23
13/09/01,Chicago,United States,19.977
00/01/01,Chongqing,China,6.216
00/02/01,Chongqing,China,7.57
00/03/01,Chongqing,China,13.259
00/04/01,Chongqing,China,17.135
00/05/01,Chongqing,China,22.689
00/06/01,Chongqing,China,23.932
00/07/01,Chongqing,China,27.387
00/08/01,Chongqing,China,25.909
00/09/01,Chongqing,China,22.244
00/10/01,Chongqing,China,17.868
00/11/01,Chongqing,China,11.68
00/12/01,Chongqing,China,8.371
01/01/01,Chongqing,China,7.042
01/02/01,Chongqing,China,9.561
01/03/01,Chongqing,China,14.873
01/04/01,Chongqing,China,16.649
01/05/01,Chongqing,China,21.37
01/06/01,Chongqing,China,23.39
01/07/01,Chongqing,China,28.731
